nNoBorne,sStatut,sNomRue,sZoneGroupeCode,nLongitude,nLatitude,sTypeExploitation
11897,A,Saint-Laurent,AB-VB-VC-VD,-73.635250806828339000,45.540168337504916000,Régulier Payez-Partez
11898,A,Saint-Laurent,AB-VB-VC-VD,-73.636650860029832000,45.540326238874670000,Régulier Payez-Partez
11899,A,Saint-Laurent,AB-VB-VC-VD,-73.635183954131463000,45.539918570423687000,Régulier Payez-Partez
11900,A,Saint-Laurent,AB-VB-VC-VD,-73.633265732689964000,45.539589731070556000,Régulier Payez-Partez
11901,A,Saint-Laurent,AB-VB-VC-VD,-73.631815057296805000,45.539166749369656000,Régulier Payez-Partez
11902,A,Saint-Laurent,AB-VB-VC-VD,-73.633664105847245000,45.539464200955109000,Régulier Payez-Partez
11903,A,Bellarmin,AB-VB-VC-VD,-73.639557373605882000,45.541096912972037000,Régulier Payez-Partez
11907,A,361 - Pl. St-Henri C/N (V1),SN-SP-SQ-SR,-73.585508337006402000,45.477377745341990000,Régulier Payez-Partez
11908,A,Monk,SN-SP-SQ-SR,-73.595813043338438000,45.458190106414385000,Régulier Payez-Partez
11909,A,Cherrier,G-PC-PD-PF,-73.570062519083848000,45.518571197997140000,Régulier Payez-Partez
11910,A,197 - Émile-Duployé,PC-PD-S-W,-73.564362855432648000,45.527769773957708000,Régulier Payez-Partez
11911,A,197 - Émile-Duployé,PC-PD-S-W,-73.564457318132767000,45.527472922531082000,Régulier Payez-Partez
11912,A,Maisonneuve,E-F-G-H,-73.570780393370342000,45.505174129826642000,Régulier Payez-Partez
11914,A,Allard,SN-SP-SQ-SR,-73.592987524792633000,45.451151995558895000,Régulier Payez-Partez
11915,A,University,B-E-PA-R,-73.581284831232992000,45.508845157652800000,Régulier Payez-Partez
11916,A,191 - St-André,RA-RB-RD-VB,-73.612005400794175000,45.540947783474216000,Régulier Payez-Partez
11917,A,216 - Papineau,PC-PD-S-W,-73.569411676233543000,45.530321522793344000,Régulier Payez-Partez
11918,A,Sainte-Catherine,MA-MB-MC-MD,-73.532570275136550000,45.552886266722076000,Régulier Payez-Partez
11919,A,Decelles,T-U-X-Z,-73.627181403565416000,45.501241749731392000,Régulier Payez-Partez
11920,A,Decelles,T-U-X-Z,-73.626218906434090000,45.501025340380416000,Régulier Payez-Partez
11921,A,Hudson,T-U-X-Z,-73.623682354016836000,45.504375925454418000,Régulier Payez-Partez
11922,A,182 - Coolbrook,T-U-X-Z,-73.629301862193685000,45.482446388695983000,Régulier Payez-Partez
11923,A,Fleury,AB-AC-AD-AE,-73.659765376562305000,45.556900896914243000,Régulier Payez-Partez
11924,A,Sainte-Catherine,MA-MB-MC-MD,-73.530835036257756000,45.555829231310220000,Régulier Payez-Partez
11925,A,Décarie(Blvd),T-U-X-Z,-73.603101963481478000,45.471636465184318000,Régulier Payez-Partez
11926,A,Sainte-Catherine,A-B-C-J,-73.584121481558839000,45.489737840844739000,Régulier Payez-Partez
11927,A,Notre-Dame,J-SP-SN-SU,-73.569549937132166000,45.486656375396031000,Régulier Payez-Partez
11928,A,Notre-Dame,J-SP-ST-SU,-73.566465952784640000,45.490785487547278000,Régulier Payez-Partez
11929,A,Notre-Dame,J-SP-ST-SU,-73.564995061280555000,45.492512399806387000,Régulier Payez-Partez
11930,A,Sainte-Catherine,H-N-Q-S,-73.559514086927393000,45.514720214382145000,Régulier Payez-Partez
11931,A,Sainte-Catherine,Q-S-W-Y,-73.555902000073914000,45.518637334428306000,Régulier Payez-Partez
11932,A,Ontario,Q-S-W-Y,-73.563107154910924000,45.519722439819297000,Régulier Payez-Partez
11933,A,Saint-Urbain,E-F-G-H,-73.567560146029663000,45.510044762655596000,Régulier Payez-Partez
11934,A,Bélanger,RB-RD-VB-VC,-73.603167330560623000,45.546871290715046000,Régulier Payez-Partez
11936,A,Récollets,K-L-M-P,-73.558462711471023000,45.501528255576950000,Régulier Payez-Partez
11937,A,Peel,J-L-SP-ST,-73.562000738667990000,45.494900535719957000,Régulier Payez-Partez
11938,A,Peel,SP-ST-SU-SW,-73.560740526803698000,45.494451113820944000,Régulier Payez-Partez
11939,A,Peel,SP-ST-SU-SW,-73.558363830907737000,45.493552782545031000,Régulier Payez-Partez
11941,A,Peel,SP-ST-SU-SW,-73.557081490254689000,45.493074885613886000,Régulier Payez-Partez
11942,A,Wellington,SP-ST-SU-SW,-73.557987144476698000,45.492691648932968000,Régulier Payez-Partez
11943,A,Wellington,SP-ST-SU-SW,-73.557604320687886000,45.492844682336241000,Régulier Payez-Partez
11944,A,Wellington,L-SP-ST-SW,-73.556823125965479000,45.493959691742056000,Régulier Payez-Partez
11945,A,Wellington,L-SP-ST-SW,-73.557020324725869000,45.494050779991724000,Régulier Payez-Partez
11946,A,Wellington,L-SP-ST-SW,-73.556533208533537000,45.494709410211925000,Régulier Payez-Partez
11947,A,Wellington,L-SP-ST-SW,-73.556170271695365000,45.494852933347616000,Régulier Payez-Partez
11949,A,Clark,G-H-PA-PB,-73.566886089326971000,45.510733767668285000,Régulier Payez-Partez
11951,A,Roy,G-PB-PC-PF,-73.574505498276267000,45.517043683432838000,Régulier Payez-Partez
11952,A,Notre-Dame,Q-V-W-Y,-73.548377902185735000,45.517602817226319000,Régulier Payez-Partez
11953,A,Robert-Bourassa,D-F-J-K,-73.569070854202707000,45.502889308389513000,Régulier Payez-Partez
11954,A,Notre-Dame,Q-V-W-Y,-73.548008741040263000,45.518793048640937000,Régulier Payez-Partez
11955,A,University,B-E-PA-R,-73.579055927886628000,45.507606277228099000,Régulier Payez-Partez
11958,A,302  (sud de Beaubien) voie 2,RB-RC-RD-VB,-73.600170713706973000,45.535419141884248000,Régulier Payez-Partez
11961,A,Légaré,T-U-X-Z,-73.629851447894310000,45.496470329236999000,Régulier Payez-Partez
11962,A,335 - rue Fleury - voie Nord,AB-AC-AD-AE,-73.658458695974090000,45.560029034243747000,Régulier Payez-Partez
11963,A,Sherbrooke,G-PB-PC-S,-73.569041540739875000,45.513014892067545000,Régulier Payez-Partez
11964,A,Sherbrooke,G-PB-PC-S,-73.568321347069926000,45.514683474955390000,Régulier Payez-Partez
11965,A,Sherbrooke,G-PB-PC-S,-73.567803832135112000,45.515841442788563000,Régulier Payez-Partez
11967,A,Monkland,T-U-X-Z,-73.625383109392644000,45.472626000361423000,Régulier Payez-Partez
11968,A,René-Lévesque,A-B-C-J,-73.581179875005745000,45.488977014443684000,Régulier Payez-Partez
11970,A,La Gauchetière,H-N-P-Q,-73.556604397257345000,45.512623819199952000,Régulier Payez-Partez
11971,A,Pins,PA-PB-PC-PE,-73.574322266182719000,45.515821536375590000,Régulier Payez-Partez
11972,A,Berri,G-PC-PD-PF,-73.570505694869809000,45.519571314751559000,Régulier Payez-Partez
11973,A,Saint-André,RA-RB-RD-VB,-73.609393564340067000,45.539534662445810000,Régulier Payez-Partez
11974,A,Saint-Zotique,RA-RB-RD-VB,-73.606052900401281000,45.538098862994325000,Régulier Payez-Partez
11975,A,Saint-André,RA-RB-RD-VB,-73.602396231748926000,45.536710065443486000,Régulier Payez-Partez
11976,A,Chateaubriand,RA-RB-RD-VB,-73.610453846986559000,45.538572786656246000,Régulier Payez-Partez
11977,A,Chateaubriand,RA-RB-RD-VB,-73.606982045884109000,45.536977366595949000,Régulier Payez-Partez
11978,A,Saint-André,RA-RB-RD-VB,-73.602820162044139000,45.536598403299088000,Régulier Payez-Partez
11979,A,William,K-L-M-P,-73.557793198802997000,45.498357994920795000,Régulier Payez-Partez
11980,A,Sainte-Catherine,Q-S-W-Y,-73.549744573159629000,45.525599768069945000,Régulier Payez-Partez
11981,A,Sainte-Catherine,Q-S-W-Y,-73.549610213986043000,45.525446172983216000,Régulier Payez-Partez
11982,A,Sainte-Catherine,Q-S-W-Y,-73.548699855052433000,45.526718659009191000,Régulier Payez-Partez
11983,A,Sainte-Catherine,Q-S-W-Y,-73.548635255381541000,45.526500312921812000,Régulier Payez-Partez
11984,A,Notre-Dame,J-SP-ST-SU,-73.564939875946692000,45.492876639015940000,Régulier Payez-Partez
11985,A,Lucien-L'Allier,C-D-J-L,-73.568907967399241000,45.493762590138907000,Régulier Payez-Partez
11986,A,Saint-Mathieu,A-B-C-J,-73.577440639065429000,45.492850657605608000,Régulier Payez-Partez
11987,A,Sherbrooke,G-PB-PC-S,-73.568106295238437000,45.515744620902147000,Régulier Payez-Partez
11988,A,Marie-Anne,PD-PH-PJ-PK,-73.571612309928312000,45.532667086571635000,Régulier Payez-Partez
11989,A,William-Tremblay,RC-RD-RE-RG,-73.564669985564962000,45.542690515379995000,Régulier Payez-Partez
11990,A,Molson,RC-RD-RE-RG,-73.564415087140162000,45.541517342205452000,Régulier Payez-Partez
11991,A,Molson,RC-RD-RE-RG,-73.563165265940341000,45.541454108158717000,Régulier Payez-Partez
11992,A,André-Laurendeau,RC-RD-RE-RG,-73.563082731867567000,45.543084515289507000,Régulier Payez-Partez
11993,A,André-Laurendeau,RC-RD-RE-RG,-73.562804002856865000,45.543157205045652000,Régulier Payez-Partez
11994,A,Laurier,PH-PM-PN-PR,-73.577197911356805000,45.539136507222985000,Régulier Payez-Partez
11995,A,Laurier,PH-PM-PN-PR,-73.576369562172090000,45.540247143672318000,Régulier Payez-Partez
11996,A,Laurier,PH-PM-PN-PR,-73.576671035671296000,45.539731222365347000,Régulier Payez-Partez
11997,A,University,PH-PM-PN-PR,-73.581865910042282000,45.508947667463268000,Régulier Payez-Partez
11998,A,Saint-Paul,K-L-M-P,-73.558862573774164000,45.498490032766263000,Régulier Payez-Partez
12000,A,Boulevard Saint-Joseph  (LCH),LA-LB-LC-LD,-73.693087664768456000,45.433304198309514000,Régulier Payez-Partez
12001,A,Boulevard Saint-Joseph  (LCH),LA-LB-LC-LD,-73.686579719296390000,45.434286883394229000,Régulier Payez-Partez
12002,A,Boulevard Saint-Joseph  (LCH),LA-LB-LC-LD,-73.684528153984815000,45.433817351791944000,Régulier Payez-Partez
12003,A,Boulevard Saint-Joseph  (LCH),LA-LB-LC-LD,-73.683562348254426000,45.433562519361210000,Régulier Payez-Partez
12004,A,Boulevard Saint-Joseph  (LCH),LA-LB-LC-LD,-73.682784253467972000,45.433216245634519000,Régulier Payez-Partez
12005,A,Boulevard Saint-Joseph  (LCH),LA-LB-LC-LD,-73.681331373391771000,45.433048290905688000,Régulier Payez-Partez
12006,A,18e Avenue  (LCH),LA-LB-LC-LD,-73.680662905378895000,45.433497666459807000,Régulier Payez-Partez
12007,A,Hotel de ville LAC D,LA-LB-LC-LD,-73.680527577519555000,45.433412088329767000,Régulier Payez-Partez
12008,A,Boulevard Saint-Joseph  (LCH),LA-LB-LC-LD,-73.680257660137769000,45.432838146698437000,Régulier Payez-Partez
12009,A,Boulevard Saint-Joseph  (LCH),LA-LB-LC-LD,-73.679428405525840000,45.432614488774576000,Régulier Payez-Partez
12010,A,Chemin du Canal  (LCH),LA-LB-LC-LD,-73.670071933318695000,45.429383423841408000,Régulier Payez-Partez
12011,A,Chemin du Canal  (LCH),LA-LB-LC-LD,-73.668718351346840000,45.430018649939001000,Régulier Payez-Partez
12012,A,Chemin du Canal  (LCH),LA-LB-LC-LD,-73.667225678078907000,45.430640979753960000,Régulier Payez-Partez
12013,A,Décarie(Blvd),SA-SB-SC-SD,-73.682497975971231000,45.513915518177129000,Régulier Payez-Partez
12014,A,Décarie(Blvd),SA-SB-SC-SD,-73.681296228348216000,45.513454202422523000,Régulier Payez-Partez
12015,A,Décarie(Blvd),SA-SB-SC-SD,-73.680733640458016000,45.513102697997162000,Régulier Payez-Partez
12016,A,Décarie(Blvd),SA-SB-SC-SD,-73.681201050219087000,45.513105538888567000,Régulier Payez-Partez
12018,A,Décarie(Blvd),SA-SB-SC-SD,-73.678828785082544000,45.511913054862376000,Régulier Payez-Partez
12019,A,Décarie(Blvd),SA-SB-SC-SD,-73.679961795246882000,45.512328064181901000,Régulier Payez-Partez
12020,A,Décarie(Blvd),SA-SB-SC-SD,-73.679399252348276000,45.511980539343917000,Régulier Payez-Partez
12021,A,Décarie(Blvd),SA-SB-SC-SD,-73.677450994174123000,45.511053784962016000,Régulier Payez-Partez
12022,A,Décarie(Blvd),SA-SB-SC-SD,-73.676314621603069000,45.510342968801787000,Régulier Payez-Partez
12023,A,Décarie(Blvd),SA-SB-SC-SD,-73.675364212907851000,45.509749222312500000,Régulier Payez-Partez
12024,A,Décarie(Blvd),SA-SB-SC-SD,-73.678074872970981000,45.511154181284283000,Régulier Payez-Partez
12025,A,Décarie(Blvd),SA-SB-SC-SD,-73.677395030759811000,45.510729091963640000,Régulier Payez-Partez
12027,A,Décarie(Blvd),SA-SB-SC-SD,-73.675967284951184000,45.509814841441084000,Régulier Payez-Partez
12029,A,Laurier,PG-PL-TA-TB,-73.598130171194555000,45.517116357610078000,Régulier Payez-Partez
12033,A,Laurier,PG-PL-TA-TB,-73.597043482401617000,45.518082491938095000,Régulier Payez-Partez
12035,A,Avenue Bernard  (OUT),PL-TA-TB-TC,-73.610102957115913000,45.518670483884598000,Régulier Payez-Partez
12037,A,Avenue Bernard  (OUT),PL-TA-TB-TC,-73.609863802108038000,45.518684661673262000,Régulier Payez-Partez
12039,A,Avenue Bernard  (OUT),PL-TA-TB-TC,-73.609135808902849000,45.519504528611293000,Régulier Payez-Partez
12040,A,Avenue Bernard  (OUT),PL-TA-TB-TC,-73.608851399478454000,45.520075460154047000,Régulier Payez-Partez
12041,A,Avenue Bernard  (OUT),PL-TA-TB-TC,-73.608551212116765000,45.520160503085620000,Régulier Payez-Partez
12043,A,Avenue Bernard  (OUT),PG-PL-TA-TB,-73.607734023060488000,45.521322023936470000,Régulier Payez-Partez
12045,A,Avenue Bernard  (OUT),PG-PL-TA-TB,-73.607653709434487000,45.521163831096047000,Régulier Payez-Partez
12046,A,Avenue Bernard  (OUT),PG-PL-TA-TB,-73.607053310674161000,45.522080258978910000,Régulier Payez-Partez
12049,A,Avenue Bernard  (OUT),PG-PL-TA-TB,-73.606313138817583000,45.522664775420559000,Régulier Payez-Partez
12050,A,OUT 12 Ed.-Charles C/N (V2),PG-PL-TA-TB,-73.596633383355879000,45.517567193955678000,Régulier Payez-Partez
12052,A,OUT 14 Durocher C/O,PG-PL-TA-TB,-73.597707847427344000,45.518221831916797000,Régulier Payez-Partez
12053,A,OUT 15 Querbes C/O (V1),PG-PL-TA-TB,-73.598238085792687000,45.517617844998519000,Régulier Payez-Partez
12054,A,OUT 10 Bloomfield C/O,PL-TA-TB-TC,-73.608880455283810000,45.520712997632430000,Régulier Payez-Partez
12055,A,OUT 11 Champagneur C/O,PL-TA-TB-TC,-73.609868065854329000,45.520244090078620000,Régulier Payez-Partez
12056,A,OUT 17 de l'Épée C/O,PG-PL-TA-TB,-73.608438244815346000,45.521411451307941000,Régulier Payez-Partez
12057,A,OUT 7 de l'Épée C/E,PG-PL-TA-TB,-73.608306245329828000,45.521492301194627000,Régulier Payez-Partez
12058,A,OUT 9 av. Outremont C/E,PL-TA-TB-TC,-73.616453047187846000,45.522412435565606000,Régulier Payez-Partez
12059,A,OUT 18 Bloomfield C/O,PL-TA-TB-TC,-73.613557973312083000,45.522794515793095000,Régulier Payez-Partez
12060,A,OUT 8 de l'Épée C/E,PL-TA-TB-TC,-73.611910344191273000,45.523100215710301000,Régulier Payez-Partez
12064,A,Avenue Querbes  (OUT),PL-TA-TB-TC,-73.612620675005402000,45.524185862740431000,Régulier Payez-Partez
12065,A,Van Horne,PL-TA-TB-TC,-73.617666283849871000,45.517507428518250000,Régulier Payez-Partez
12068,A,Van Horne,PL-TA-TB-TC,-73.617248024239501000,45.517729987697578000,Régulier Payez-Partez
12071,A,Van Horne,PL-TA-TB-TC,-73.616175805206367000,45.519168263905073000,Régulier Payez-Partez
12072,A,Van Horne,PL-TA-TB-TC,-73.615788707910823000,45.519356587574066000,Régulier Payez-Partez
12075,A,Van Horne,PL-TA-TB-TC,-73.614643891475282000,45.520888055748195000,Régulier Payez-Partez
12076,A,Van Horne,PL-TA-TB-TC,-73.614436731896447000,45.520878050279507000,Régulier Payez-Partez
12078,A,Van Horne,PL-TA-TB-TC,-73.613686970525478000,45.521728041042088000,Régulier Payez-Partez
12079,A,Van Horne,PL-TA-TB-TC,-73.613577437133898000,45.522091684975010000,Régulier Payez-Partez
12082,A,Van Horne,PL-TA-TB-TC,-73.612479677833051000,45.523064022872646000,Régulier Payez-Partez
12083,A,Van Horne,PL-TA-TB-TC,-73.612413089395787000,45.523393279041528000,Régulier Payez-Partez
12087,A,Van Horne,PL-TA-TB-TC,-73.611133087048756000,45.524816698962617000,Régulier Payez-Partez
12088,A,Van Horne,PL-TA-TB-TC,-73.611280373237847000,45.524407679968455000,Régulier Payez-Partez
12089,A,Boulevard du Mont-Royal  (OUT),TB-TC-TD-X,-73.611362554145728000,45.510340008417351000,Régulier Payez-Partez
12090,A,Boulevard du Mont-Royal  (OUT),TB-TC-TD-X,-73.610509855544251000,45.510788597828260000,Régulier Payez-Partez
12091,A,Boulevard du Mont-Royal  (OUT),TB-TC-TD-X,-73.609520902286320000,45.511097566128974000,Régulier Payez-Partez
12092,A,Boulevard du Mont-Royal  (OUT),TB-TC-TD-X,-73.611474008065755000,45.510051869307695000,Régulier Payez-Partez
12093,A,Avenue Vincent-D'Indy  (MTL+OUT),TB-TC-TD-X,-73.614681593753204000,45.511205125876948000,Régulier Payez-Partez
12094,A,Avenue Vincent-D'Indy  (MTL+OUT),TB-TC-TD-X,-73.613363038119942000,45.510615722859150000,Régulier Payez-Partez
12095,A,Avenue Vincent-D'Indy  (MTL+OUT),TB-TC-TD-X,-73.614170146268464000,45.511187290420700000,Régulier Payez-Partez
12097,A,Avenue Vincent-D'Indy  (MTL+OUT),TB-TC-TD-X,-73.610525715045028000,45.509508149561825000,Régulier Payez-Partez
12100,A,Wellington (Ver),VN-VP-VQ-VR,-73.566117450773533000,45.467805996092345000,Régulier Payez-Partez
12101,A,Wellington (Ver),VN-VP-VQ-VR,-73.566711758679546000,45.466974929509988000,Régulier Payez-Partez
12102,A,Wellington (Ver),VN-VP-VQ-VR,-73.566811422904905000,45.465854966339414000,Régulier Payez-Partez
12103,A,Wellington (Ver),VN-VP-VQ-VR,-73.566587296198364000,45.466489166375546000,Régulier Payez-Partez
12104,A,Wellington (Ver),VN-VP-VQ-VR,-73.566700187086766000,45.465295638021779000,Régulier Payez-Partez
12105,A,Wellington (Ver),VN-VP-VQ-VR,-73.566941420981664000,45.464413091715272000,Régulier Payez-Partez
12106,A,Wellington (Ver),VN-VP-VQ-VR,-73.567052763843634000,45.463200141767111000,Régulier Payez-Partez
12107,A,Wellington (Ver),VN-VP-VQ-VR,-73.566832512913251000,45.463788554890833000,Régulier Payez-Partez
12108,A,Wellington (Ver),VN-VP-VQ-VR,-73.567112422279109000,45.462628237564687000,Régulier Payez-Partez
12109,A,Wellington (Ver),VN-VP-VQ-VR,-73.566995660927688000,45.462029573238439000,Régulier Payez-Partez
12110,A,Wellington (Ver),VN-VP-VQ-VR,-73.567063013289029000,45.461270445193627000,Régulier Payez-Partez
12111,A,Wellington (Ver),VN-VP-VQ-VR,-73.567273249299205000,45.460742890364600000,Régulier Payez-Partez
12112,A,Wellington (Ver),VN-VP-VQ-VR,-73.567142988059203000,45.460336221655943000,Régulier Payez-Partez
12113,A,Wellington (Ver),VN-VP-VQ-VR,-73.567389192640533000,45.459531490513641000,Régulier Payez-Partez
12114,A,Wellington (Ver),VN-VP-VQ-VR,-73.567276012578986000,45.458916165491615000,Régulier Payez-Partez
12115,A,Wellington (Ver),VN-VP-VQ-VR,-73.567500031331619000,45.458302015044772000,Régulier Payez-Partez
12116,A,Wellington (Ver),VN-VP-VQ-VR,-73.567575510608933000,45.457389062258862000,Régulier Payez-Partez
12117,A,Wellington (Ver),VN-VP-VQ-VR,-73.567375373808161000,45.457719766973320000,Régulier Payez-Partez
12118,A,Wellington (Ver),VN-VP-VQ-VR,-73.567441299356972000,45.457025988338970000,Régulier Payez-Partez
12119,A,Wellington (Ver),VN-VP-VQ-VR,-73.567660400596267000,45.456499753417006000,Régulier Payez-Partez
12120,A,Wellington (Ver),VN-VP-VQ-VR,-73.567722865153641000,45.455802106122945000,Régulier Payez-Partez
12121,A,Wellington (Ver),VN-VP-VQ-VR,-73.567614930322392000,45.455158076319023000,Régulier Payez-Partez
12122,A,Verdun (Ver),VN-VP-VQ-VR,-73.571662987932513000,45.458419614511861000,Régulier Payez-Partez
12123,A,Verdun (Ver),VN-VP-VQ-VR,-73.571922326185003000,45.457756875763394000,Régulier Payez-Partez
12124,A,Verdun (Ver),VN-VP-VQ-VR,-73.571773103650784000,45.457235023398376000,Régulier Payez-Partez
12125,A,Verdun (Ver),VN-VP-VQ-VR,-73.571829024407521000,45.456584139543814000,Régulier Payez-Partez
12126,A,Verdun (Ver),VN-VP-VQ-VR,-73.572074893091326000,45.456064753138087000,Régulier Payez-Partez
12127,A,Verdun (Ver),VN-VP-VQ-VR,-73.571916224330337000,45.455357442122718000,Régulier Payez-Partez
12128,A,Verdun (Ver),VN-VP-VQ-VR,-73.572226163339465000,45.454526903906689000,Régulier Payez-Partez
12129,A,Verdun (Ver),VN-VP-VQ-VR,-73.572040534547312000,45.453967384244777000,Régulier Payez-Partez
12130,A,Verdun (Ver),VN-VP-VQ-VR,-73.572321061174023000,45.453265052365467000,Régulier Payez-Partez
12131,A,Église (Ver),VN-VP-VQ-VR,-73.569704814609565000,45.462945785252074000,Régulier Payez-Partez
12132,A,Église (Ver),VN-VP-VQ-VR,-73.567799933655266000,45.462868308109186000,Régulier Payez-Partez
12133,A,Église (Ver),VN-VP-VQ-VR,-73.570573597223586000,45.462887771184441000,Régulier Payez-Partez
12134,A,Église (Ver),VN-VP-VQ-VR,-73.568789453390778000,45.462804489694982000,Régulier Payez-Partez
12135,A,Église (Ver),VN-VP-VQ-VR,-73.564476063855324000,45.462721690200325000,Régulier Payez-Partez
12136,A,Église (Ver),VN-VP-VQ-VR,-73.565597922294501000,45.462660051064624000,Régulier Payez-Partez
12137,A,Église (Ver),VN-VP-VQ-VR,-73.564176871516537000,45.462583175340050000,Régulier Payez-Partez
12138,A,Hickson (Ver),VN-VP-VQ-VR,-73.567295972413319000,45.464866639684104000,Régulier Payez-Partez
12139,A,Hickson (Ver),VN-VP-VQ-VR,-73.566046453977648000,45.464809770985077000,Régulier Payez-Partez
12140,A,Lasalle (Ver),VN-VP-VQ-VR,-73.563793600765990000,45.462917804919037000,Régulier Payez-Partez
12141,A,Lasalle (Ver),VN-VP-VQ-VR,-73.564446677184890000,45.464101148314761000,Régulier Payez-Partez
12142,A,Lasalle (Ver),VN-VP-VQ-VR,-73.563675944869061000,45.463061929937730000,Régulier Payez-Partez
12143,A,VER 22 - Rue Woodland,VN-VP-VQ-VR,-73.573097934699007000,45.452752046915933000,Régulier Payez-Partez
12144,A,438 - rue Éthel - Niv 2,VN-VP-VQ-VR,-73.567955220819243000,45.463552884980778000,Régulier Payez-Partez
12145,A,438 - rue Éthel - Niv 3,VN-VP-VQ-VR,-73.567508586078390000,45.463638966394953000,Régulier Payez-Partez
16000,A,Émile-Duployé,PC-PD-S-W,-73.569748894150337000,45.529495607283401000,Parcojour Payez-Partez
16002,A,Émile-Duployé,PC-PD-S-W,-73.567843425089734000,45.528607264617641000,Parcojour Payez-Partez
16003,A,Émile-Duployé,PC-PD-S-W,-73.566525098329535000,45.527987903375767000,Parcojour Payez-Partez
16004,A,Émile-Duployé,PC-PD-S-W,-73.565292080325861000,45.527410094621487000,Parcojour Payez-Partez
16005,A,Émile-Duployé,PC-PD-S-W,-73.568775704856080000,45.529262602060747000,Parcojour Payez-Partez
16007,A,Émile-Duployé,PC-PD-S-W,-73.566223320157064000,45.528067997843202000,Parcojour Payez-Partez
16008,A,Émile-Duployé,PC-PD-S-W,-73.565320070017322000,45.527643159211351000,Parcojour Payez-Partez
16010,A,Calixa-Lavallée,PC-PD-S-W,-73.570655320039606000,45.527089134648818000,Parcojour Payez-Partez
16011,A,Calixa-Lavallée,PC-PD-S-W,-73.571295928151457000,45.527605511534752000,Parcojour Payez-Partez
16013,A,Duluth,PB-PE-PF-PG,-73.581135260739302000,45.515147492201727000,Parcojour Payez-Partez
16014,A,Duluth,PB-PE-PF-PG,-73.581908785216811000,45.514115969970305000,Parcojour Payez-Partez
16015,A,Duluth,PB-PE-PF-PG,-73.580517308705694000,45.515633803342162000,Parcojour Payez-Partez
16016,A,Saint-Dominique,PH-PM-PN-PR,-73.600485780071509000,45.527470370911274000,Parcojour Payez-Partez
16017,A,Saint-Dominique,PH-PM-PN-PR,-73.599001594089913000,45.526790218794041000,Parcojour Payez-Partez
16018,A,Saint-Dominique,PH-PM-PN-PR,-73.599633799814384000,45.527244351427832000,Parcojour Payez-Partez
16019,A,Saint-Dominique,PH-PM-PN-PR,-73.597648592930469000,45.526172309517769000,Parcojour Payez-Partez
16020,A,Saint-Dominique,PH-PM-PN-PR,-73.595795298383649000,45.525325264523190000,Parcojour Payez-Partez
16021,A,Casgrain,PH-PM-PN-PR,-73.599698895366615000,45.527858873942613000,Parcojour Payez-Partez
16022,A,Casgrain,PH-PM-PN-PR,-73.598437482065336000,45.527283013569352000,Parcojour Payez-Partez
16023,A,Casgrain,PH-PM-PN-PR,-73.599014139621644000,45.527706608473544000,Parcojour Payez-Partez
16024,A,Casgrain,PH-PM-PN-PR,-73.596992846578985000,45.526632125844728000,Parcojour Payez-Partez
16025,A,Casgrain,PH-PM-PN-PR,-73.595358881698374000,45.526026573797424000,Parcojour Payez-Partez
16026,A,Gaspé,PH-PM-PN-PR,-73.599159190539026000,45.528374184881763000,Parcojour Payez-Partez
16027,A,Gaspé,PH-PM-PN-PR,-73.597910779589952000,45.527807003520422000,Parcojour Payez-Partez
16028,A,Saint-Viateur,PH-PM-PN-PR,-73.598472738737797000,45.526300783512312000,Parcojour Payez-Partez
16029,A,Saint-Viateur,PH-PM-PN-PR,-73.598155300586285000,45.526845744337734000,Parcojour Payez-Partez
16030,A,Bernard,PH-PM-PN-PR,-73.602090814007681000,45.527800904073118000,Parcojour Payez-Partez
16031,A,Bernard,PH-PM-PN-PR,-73.600426387976938000,45.528155931168747000,Parcojour Payez-Partez
16032,A,Henri-Julien,PH-PM-PN-PR,-73.597277082389127000,45.528847304170206000,Parcojour Payez-Partez
16033,A,Henri-Julien,PH-PM-PN-PR,-73.596184253191922000,45.528350597918397000,Parcojour Payez-Partez
16034,A,Henri-Julien,PH-PM-PN-PR,-73.595370476702911000,45.528140314258685000,Parcojour Payez-Partez
16035,A,Maguire,PH-PM-PN-PR,-73.593799913988676000,45.526825006013475000,Parcojour Payez-Partez
16037,A,270 - Aréna St-Louis (sud Bernard),PH-PM-PN-PR,-73.600104851297829000,45.527749699859235000,Régulier Payez-Partez
passport,A,041,AB-AC-AD-AE,0.000000000000000000,0.000000000000000000,Régulier Payez-Partez
